date,issue,issue_tweets_female,issue_tweets_male,total_tweets_female,total_tweets_male,mip_female,mip_male,country,male_attention,female_attention,attention,mip,total_tweets,date_int
2020-01-07,international_affairs,24.0,89.0,309.0,814.0,0.01,0.02,us,0.1093366093366093,0.0776699029126213,0.1006233303650935,0.015,1123.0,156
2020-01-07,tax,4.0,5.0,309.0,814.0,0.02,0.02,us,0.0061425061425061,0.0129449838187702,0.0080142475512021,0.02,1123.0,156
2020-01-14,crime,9.0,17.0,407.0,1291.0,0.03,0.05,us,0.0131680867544539,0.0221130221130221,0.0153121319199057,0.04,1698.0,158
2020-01-14,defense,22.0,114.0,407.0,1291.0,0.08,0.07,us,0.0883036405886909,0.054054054054054,0.0800942285041225,0.075,1698.0,158
2020-01-14,economy,39.0,150.0,407.0,1291.0,0.09,0.16,us,0.1161890007745933,0.0958230958230958,0.1113074204946996,0.125,1698.0,158
2020-01-14,education,18.0,52.0,407.0,1291.0,0.05,0.03,us,0.040278853601859,0.0442260442260442,0.0412249705535924,0.04,1698.0,158
2020-01-14,environment,38.0,113.0,407.0,1291.0,0.16,0.15,us,0.0875290472501936,0.0933660933660933,0.0889281507656065,0.155,1698.0,158
2020-01-14,health,52.0,114.0,407.0,1291.0,0.26,0.18,us,0.0883036405886909,0.1277641277641277,0.0977620730270907,0.22,1698.0,158
2020-01-14,immigration,19.0,50.0,407.0,1291.0,0.1,0.08,us,0.0387296669248644,0.0466830466830466,0.0406360424028268,0.09,1698.0,158
2020-01-14,international_affairs,25.0,125.0,407.0,1291.0,0.0,0.02,us,0.0968241673121611,0.0614250614250614,0.0883392226148409,0.01,1698.0,158
2020-01-14,tax,3.0,0.0,407.0,1291.0,0.03,0.03,us,0.0,0.0073710073710073,0.0017667844522968,0.03,1698.0,158
2020-01-21,crime,6.0,13.0,351.0,1161.0,0.03,0.05,us,0.0111972437553832,0.017094017094017,0.0125661375661375,0.04,1512.0,160
2020-01-21,defense,11.0,43.0,351.0,1161.0,0.09,0.05,us,0.037037037037037,0.0313390313390313,0.0357142857142857,0.07,1512.0,160
2020-01-21,economy,43.0,181.0,351.0,1161.0,0.12,0.18,us,0.1559000861326442,0.1225071225071225,0.1481481481481481,0.15,1512.0,160
2020-01-21,education,19.0,51.0,351.0,1161.0,0.05,0.03,us,0.0439276485788113,0.0541310541310541,0.0462962962962962,0.04,1512.0,160
2020-01-21,environment,19.0,51.0,351.0,1161.0,0.13,0.16,us,0.0439276485788113,0.0541310541310541,0.0462962962962962,0.145,1512.0,160
2020-01-21,health,37.0,46.0,351.0,1161.0,0.2299999999999999,0.18,us,0.0396210163652024,0.1054131054131054,0.0548941798941798,0.205,1512.0,160
2020-01-21,immigration,8.0,22.0,351.0,1161.0,0.1,0.16,us,0.0189491817398794,0.0227920227920227,0.0198412698412698,0.13,1512.0,160
2020-01-21,international_affairs,5.0,30.0,351.0,1161.0,0.01,0.01,us,0.0258397932816537,0.0142450142450142,0.0231481481481481,0.01,1512.0,160
2020-01-21,tax,0.0,13.0,351.0,1161.0,0.04,0.01,us,0.0111972437553832,0.0,0.0085978835978835,0.025,1512.0,160
2020-01-28,crime,6.0,34.0,537.0,1568.0,0.08,0.03,us,0.0216836734693877,0.0111731843575419,0.0190023752969121,0.055,2105.0,162
2020-01-28,defense,34.0,114.0,537.0,1568.0,0.07,0.04,us,0.072704081632653,0.0633147113594041,0.0703087885985748,0.055,2105.0,162
2020-01-28,economy,123.0,218.0,537.0,1568.0,0.11,0.2,us,0.1390306122448979,0.2290502793296089,0.1619952494061757,0.155,2105.0,162
2020-01-28,education,36.0,94.0,537.0,1568.0,0.04,0.05,us,0.0599489795918367,0.0670391061452514,0.0617577197149643,0.045,2105.0,162
2020-01-28,environment,39.0,153.0,537.0,1568.0,0.14,0.14,us,0.0975765306122449,0.0726256983240223,0.0912114014251781,0.14,2105.0,162
2020-01-28,health,65.0,154.0,537.0,1568.0,0.24,0.21,us,0.0982142857142857,0.1210428305400372,0.1040380047505938,0.225,2105.0,162
2020-01-28,immigration,15.0,44.0,537.0,1568.0,0.11,0.13,us,0.0280612244897959,0.0279329608938547,0.0280285035629453,0.12,2105.0,162
2020-01-28,international_affairs,30.0,102.0,537.0,1568.0,0.02,0.02,us,0.0650510204081632,0.0558659217877094,0.0627078384798099,0.02,2105.0,162
2020-01-28,tax,3.0,18.0,537.0,1568.0,0.02,0.04,us,0.0114795918367346,0.0055865921787709,0.0099762470308788,0.03,2105.0,162
2020-02-04,crime,15.0,46.0,436.0,1252.0,0.04,0.04,us,0.0367412140575079,0.0344036697247706,0.0361374407582938,0.04,1688.0,164
2020-02-04,defense,4.0,30.0,436.0,1252.0,0.06,0.06,us,0.023961661341853,0.0091743119266055,0.0201421800947867,0.06,1688.0,164
2020-02-04,economy,33.0,151.0,436.0,1252.0,0.13,0.17,us,0.1206070287539936,0.0756880733944954,0.1090047393364928,0.15,1688.0,164
2020-02-04,education,21.0,56.0,436.0,1252.0,0.04,0.04,us,0.0447284345047923,0.0481651376146789,0.0456161137440758,0.04,1688.0,164
2020-02-04,environment,11.0,47.0,436.0,1252.0,0.14,0.13,us,0.0375399361022364,0.0252293577981651,0.0343601895734597,0.135,1688.0,164
2020-02-04,health,117.0,200.0,436.0,1252.0,0.25,0.19,us,0.1597444089456869,0.268348623853211,0.1877962085308057,0.22,1688.0,164
2020-02-04,immigration,12.0,11.0,436.0,1252.0,0.08,0.11,us,0.0087859424920127,0.0275229357798165,0.0136255924170616,0.095,1688.0,164
2020-02-04,international_affairs,5.0,35.0,436.0,1252.0,0.01,0.01,us,0.0279552715654952,0.0114678899082568,0.0236966824644549,0.01,1688.0,164
2020-02-04,tax,2.0,9.0,436.0,1252.0,0.02,0.03,us,0.0071884984025559,0.0045871559633027,0.0065165876777251,0.025,1688.0,164
2020-02-11,crime,17.0,39.0,568.0,1611.0,0.05,0.05,us,0.0242085661080074,0.0299295774647887,0.0256998623221661,0.05,2179.0,166
2020-02-11,defense,14.0,85.0,568.0,1611.0,0.05,0.03,us,0.05276225946617,0.0246478873239436,0.0454336851766865,0.04,2179.0,166
2020-02-11,economy,96.0,295.0,568.0,1611.0,0.13,0.17,us,0.1831160769708255,0.1690140845070422,0.1794401101422671,0.15,2179.0,166
2020-02-11,education,41.0,104.0,568.0,1611.0,0.04,0.04,us,0.0645561762880198,0.0721830985915493,0.0665442863698944,0.04,2179.0,166
2020-02-11,environment,46.0,197.0,568.0,1611.0,0.13,0.15,us,0.122284295468653,0.0809859154929577,0.1115190454336851,0.14,2179.0,166
2020-02-11,health,52.0,137.0,568.0,1611.0,0.27,0.18,us,0.08504034761018,0.0915492957746478,0.0867370353373107,0.225,2179.0,166
2020-02-11,immigration,8.0,34.0,568.0,1611.0,0.12,0.13,us,0.021104903786468,0.0140845070422535,0.0192748967416245,0.125,2179.0,166
2020-02-11,international_affairs,6.0,20.0,568.0,1611.0,0.01,0.02,us,0.0124146492861576,0.0105633802816901,0.0119320789352914,0.015,2179.0,166
2020-02-11,tax,26.0,47.0,568.0,1611.0,0.03,0.03,us,0.0291744258224705,0.0457746478873239,0.0335016062413951,0.03,2179.0,166
2020-02-18,crime,6.0,35.0,300.0,828.0,0.06,0.05,us,0.0422705314009661,0.02,0.0363475177304964,0.055,1128.0,168
2020-02-18,defense,11.0,31.0,300.0,828.0,0.06,0.04,us,0.03743961352657,0.0366666666666666,0.0372340425531914,0.05,1128.0,168
2020-02-18,economy,29.0,86.0,300.0,828.0,0.12,0.2,us,0.1038647342995169,0.0966666666666666,0.101950354609929,0.16,1128.0,168
2020-02-18,education,24.0,76.0,300.0,828.0,0.04,0.04,us,0.0917874396135265,0.08,0.0886524822695035,0.04,1128.0,168
2020-02-18,environment,12.0,54.0,300.0,828.0,0.13,0.15,us,0.0652173913043478,0.04,0.0585106382978723,0.14,1128.0,168
2020-02-18,health,43.0,46.0,300.0,828.0,0.24,0.1999999999999999,us,0.0555555555555555,0.1433333333333333,0.0789007092198581,0.22,1128.0,168
2020-02-18,immigration,11.0,41.0,300.0,828.0,0.09,0.11,us,0.0495169082125603,0.0366666666666666,0.0460992907801418,0.1,1128.0,168
2020-02-18,international_affairs,10.0,32.0,300.0,828.0,0.01,0.01,us,0.038647342995169,0.0333333333333333,0.0372340425531914,0.01,1128.0,168
2020-02-18,tax,4.0,9.0,300.0,828.0,0.03,0.02,us,0.0108695652173913,0.0133333333333333,0.0115248226950354,0.025,1128.0,168
2020-02-25,crime,8.0,10.0,402.0,1197.0,0.04,0.04,us,0.0083542188805346,0.0199004975124378,0.0112570356472795,0.04,1599.0,170
2020-02-25,defense,18.0,49.0,402.0,1197.0,0.05,0.03,us,0.0409356725146198,0.044776119402985,0.0419011882426516,0.04,1599.0,170
2020-02-25,economy,52.0,133.0,402.0,1197.0,0.13,0.21,us,0.1111111111111111,0.1293532338308457,0.115697310819262,0.1699999999999999,1599.0,170
2020-02-25,education,32.0,104.0,402.0,1197.0,0.03,0.04,us,0.0868838763575605,0.0796019900497512,0.0850531582238899,0.035,1599.0,170
2020-02-25,environment,27.0,84.0,402.0,1197.0,0.13,0.13,us,0.0701754385964912,0.0671641791044776,0.0694183864915572,0.13,1599.0,170
2020-02-25,health,69.0,143.0,402.0,1197.0,0.31,0.19,us,0.1194653299916457,0.1716417910447761,0.1325828642901813,0.25,1599.0,170
2020-02-25,immigration,7.0,35.0,402.0,1197.0,0.1,0.12,us,0.0292397660818713,0.017412935323383,0.0262664165103189,0.11,1599.0,170
2020-02-25,international_affairs,15.0,55.0,402.0,1197.0,0.01,0.03,us,0.0459482038429406,0.0373134328358208,0.0437773608505315,0.02,1599.0,170
2020-02-25,tax,5.0,9.0,402.0,1197.0,0.03,0.03,us,0.0075187969924812,0.0124378109452736,0.0087554721701063,0.03,1599.0,170
2020-03-03,crime,7.0,21.0,546.0,1462.0,0.09,0.06,us,0.0143638850889192,0.0128205128205128,0.0139442231075697,0.075,2008.0,172
2020-03-03,defense,27.0,79.0,546.0,1462.0,0.0,0.0,us,0.0540355677154582,0.0494505494505494,0.0527888446215139,0.0,2008.0,172
2020-03-03,economy,48.0,136.0,546.0,1462.0,0.11,0.18,us,0.0930232558139534,0.0879120879120879,0.0916334661354581,0.145,2008.0,172
2020-03-03,education,39.0,71.0,546.0,1462.0,0.06,0.06,us,0.048563611491108,0.0714285714285714,0.0547808764940239,0.06,2008.0,172
2020-03-03,environment,34.0,86.0,546.0,1462.0,0.15,0.14,us,0.0588235294117647,0.0622710622710622,0.0597609561752988,0.145,2008.0,172
2020-03-03,health,156.0,320.0,546.0,1462.0,0.24,0.21,us,0.2188782489740082,0.2857142857142857,0.2370517928286852,0.2249999999999999,2008.0,172
2020-03-03,immigration,14.0,9.0,546.0,1462.0,0.12,0.14,us,0.0061559507523939,0.0256410256410256,0.0114541832669322,0.13,2008.0,172
2020-03-03,international_affairs,9.0,82.0,546.0,1462.0,0.1,0.07,us,0.0560875512995896,0.0164835164835164,0.0453187250996015,0.085,2008.0,172
2020-03-03,tax,3.0,13.0,546.0,1462.0,0.08,0.09,us,0.008891928864569,0.0054945054945054,0.0079681274900398,0.0849999999999999,2008.0,172
2020-03-10,crime,19.0,24.0,571.0,1514.0,0.07,0.05,us,0.0158520475561426,0.0332749562171628,0.0206235011990407,0.06,2085.0,174
2020-03-10,defense,18.0,61.0,571.0,1514.0,0.0,0.0,us,0.0402906208718626,0.031523642732049,0.0378896882494004,0.0,2085.0,174
2020-03-10,economy,70.0,157.0,571.0,1514.0,0.09,0.15,us,0.1036988110964333,0.1225919439579684,0.108872901678657,0.12,2085.0,174
2020-03-10,education,24.0,65.0,571.0,1514.0,0.04,0.03,us,0.0429326287978863,0.042031523642732,0.0426858513189448,0.035,2085.0,174
2020-03-10,environment,44.0,93.0,571.0,1514.0,0.14,0.15,us,0.0614266842800528,0.0770577933450087,0.0657074340527578,0.145,2085.0,174
2020-03-10,health,203.0,510.0,571.0,1514.0,0.31,0.26,us,0.3368560105680317,0.3555166374781086,0.3419664268585132,0.285,2085.0,174
2020-03-10,immigration,9.0,33.0,571.0,1514.0,0.13,0.15,us,0.0217965653896961,0.0157618213660245,0.0201438848920863,0.14,2085.0,174
2020-03-10,international_affairs,9.0,34.0,571.0,1514.0,0.1,0.08,us,0.0224570673712021,0.0157618213660245,0.0206235011990407,0.09,2085.0,174
2020-03-10,tax,5.0,9.0,571.0,1514.0,0.07,0.08,us,0.0059445178335535,0.0087565674255691,0.0067146282973621,0.075,2085.0,174
2020-03-17,crime,0.0,14.0,611.0,2076.0,0.09,0.04,us,0.0067437379576107,0.0,0.0052102716784518,0.065,2687.0,176
2020-03-17,defense,20.0,52.0,611.0,2076.0,0.0,0.0,us,0.02504816955684,0.0327332242225859,0.0267956829177521,0.0,2687.0,176
2020-03-17,economy,84.0,269.0,611.0,2076.0,0.17,0.21,us,0.1295761078998073,0.1374795417348608,0.1313732787495348,0.19,2687.0,176
2020-03-17,education,38.0,127.0,611.0,2076.0,0.04,0.05,us,0.0611753371868978,0.0621931260229132,0.0614067733531819,0.045,2687.0,176
2020-03-17,environment,8.0,24.0,611.0,2076.0,0.13,0.14,us,0.0115606936416184,0.0130932896890343,0.0119091924078898,0.135,2687.0,176
2020-03-17,health,234.0,872.0,611.0,2076.0,0.31,0.27,us,0.420038535645472,0.3829787234042553,0.4116114625976926,0.29,2687.0,176
2020-03-17,immigration,7.0,20.0,611.0,2076.0,0.08,0.11,us,0.0096339113680154,0.011456628477905,0.010048381094157,0.095,2687.0,176
2020-03-17,international_affairs,8.0,25.0,611.0,2076.0,0.08,0.07,us,0.0120423892100192,0.0130932896890343,0.0122813546706363,0.075,2687.0,176
2020-03-17,tax,6.0,31.0,611.0,2076.0,0.04,0.07,us,0.0149325626204238,0.0098199672667757,0.0137700037216226,0.055,2687.0,176
2020-03-24,crime,4.0,11.0,663.0,2027.0,0.04,0.07,us,0.0054267390231869,0.0060331825037707,0.0055762081784386,0.055,2690.0,178
2020-03-24,defense,17.0,52.0,663.0,2027.0,0.0,0.0,us,0.0256536753823384,0.0256410256410256,0.0256505576208178,0.0,2690.0,178
2020-03-24,economy,148.0,470.0,663.0,2027.0,0.21,0.2,us,0.2318697582634435,0.2232277526395173,0.2297397769516728,0.205,2690.0,178
2020-03-24,education,17.0,90.0,663.0,2027.0,0.06,0.05,us,0.0444005920078934,0.0256410256410256,0.0397769516728624,0.055,2690.0,178
2020-03-24,environment,11.0,52.0,663.0,2027.0,0.15,0.16,us,0.0256536753823384,0.0165912518853695,0.0234200743494423,0.155,2690.0,178
2020-03-24,health,216.0,651.0,663.0,2027.0,0.29,0.2,us,0.3211642821904292,0.3257918552036199,0.3223048327137546,0.245,2690.0,178
2020-03-24,immigration,12.0,17.0,663.0,2027.0,0.06,0.1,us,0.0083867784903798,0.0180995475113122,0.0107806691449814,0.08,2690.0,178
2020-03-24,international_affairs,14.0,27.0,663.0,2027.0,0.06,0.09,us,0.013320177602368,0.0211161387631975,0.0152416356877323,0.075,2690.0,178
2020-03-24,tax,6.0,22.0,663.0,2027.0,0.05,0.09,us,0.0108534780463739,0.0090497737556561,0.0104089219330855,0.07,2690.0,178
2020-03-31,crime,12.0,21.0,753.0,1798.0,0.06,0.04,us,0.0116796440489432,0.0159362549800796,0.0129361034888279,0.05,2551.0,180
2020-03-31,defense,18.0,29.0,753.0,1798.0,0.0,0.0,us,0.0161290322580645,0.0239043824701195,0.0184241473931791,0.0,2551.0,180
2020-03-31,economy,214.0,506.0,753.0,1798.0,0.21,0.24,us,0.2814238042269188,0.2841965471447543,0.2822422579380635,0.2249999999999999,2551.0,180
2020-03-31,education,27.0,78.0,753.0,1798.0,0.05,0.03,us,0.0433815350389321,0.0358565737051792,0.0411603292826342,0.04,2551.0,180
2020-03-31,environment,25.0,66.0,753.0,1798.0,0.1,0.13,us,0.0367074527252502,0.0332005312084993,0.035672285378283,0.115,2551.0,180
2020-03-31,health,204.0,465.0,753.0,1798.0,0.33,0.25,us,0.2586206896551724,0.2709163346613545,0.262250098000784,0.29,2551.0,180
2020-03-31,immigration,7.0,32.0,753.0,1798.0,0.07,0.1,us,0.0177975528364849,0.0092961487383798,0.0152881223049784,0.085,2551.0,180
2020-03-31,international_affairs,7.0,12.0,753.0,1798.0,0.1,0.06,us,0.0066740823136818,0.0092961487383798,0.0074480595844766,0.08,2551.0,180
2020-03-31,tax,8.0,15.0,753.0,1798.0,0.05,0.11,us,0.0083426028921023,0.0106241699867197,0.009016072128577,0.08,2551.0,180
2020-04-07,crime,16.0,15.0,631.0,1783.0,0.04,0.06,us,0.008412787436904,0.0253565768621236,0.0128417564208782,0.05,2414.0,182
2020-04-07,defense,18.0,76.0,631.0,1783.0,0.0,0.0,us,0.042624789680314,0.028526148969889,0.0389395194697597,0.0,2414.0,182
2020-04-07,economy,90.0,423.0,631.0,1783.0,0.19,0.23,us,0.2372406057206954,0.1426307448494453,0.2125103562551781,0.21,2414.0,182
2020-04-07,education,33.0,52.0,631.0,1783.0,0.04,0.03,us,0.0291643297812675,0.0522979397781299,0.0352112676056338,0.035,2414.0,182
2020-04-07,environment,7.0,23.0,631.0,1783.0,0.16,0.11,us,0.0128996074032529,0.011093502377179,0.0124275062137531,0.135,2414.0,182
2020-04-07,health,222.0,567.0,631.0,1783.0,0.34,0.25,us,0.3180033651149747,0.3518225039619651,0.3268434134217067,0.295,2414.0,182
2020-04-07,immigration,15.0,14.0,631.0,1783.0,0.07,0.08,us,0.0078519349411104,0.0237717908082408,0.012013256006628,0.075,2414.0,182
2020-04-07,international_affairs,6.0,24.0,631.0,1783.0,0.05,0.08,us,0.0134604598990465,0.0095087163232963,0.0124275062137531,0.065,2414.0,182
2020-04-07,tax,2.0,17.0,631.0,1783.0,0.04,0.09,us,0.0095344924284913,0.0031695721077654,0.0078707539353769,0.065,2414.0,182
2020-04-14,crime,14.0,22.0,616.0,1678.0,0.05,0.05,us,0.0131108462455303,0.0227272727272727,0.015693112467306,0.05,2294.0,184
2020-04-14,defense,11.0,33.0,616.0,1678.0,0.0,0.0,us,0.0196662693682955,0.0178571428571428,0.019180470793374,0.0,2294.0,184
2020-04-14,economy,115.0,427.0,616.0,1678.0,0.2,0.21,us,0.2544696066746126,0.1866883116883116,0.2362685265911072,0.205,2294.0,184
2020-04-14,education,36.0,98.0,616.0,1678.0,0.06,0.04,us,0.0584028605482717,0.0584415584415584,0.058413251961639,0.05,2294.0,184
2020-04-14,environment,12.0,34.0,616.0,1678.0,0.13,0.12,us,0.0202622169249106,0.0194805194805194,0.020052310374891,0.125,2294.0,184
2020-04-14,health,200.0,445.0,616.0,1678.0,0.29,0.24,us,0.2651966626936829,0.3246753246753247,0.2811682650392327,0.265,2294.0,184
2020-04-14,immigration,6.0,8.0,616.0,1678.0,0.07,0.12,us,0.0047675804529201,0.0097402597402597,0.006102877070619,0.095,2294.0,184
2020-04-14,international_affairs,12.0,22.0,616.0,1678.0,0.08,0.08,us,0.0131108462455303,0.0194805194805194,0.014821272885789,0.08,2294.0,184
2020-04-14,tax,8.0,30.0,616.0,1678.0,0.06,0.09,us,0.0178784266984505,0.0129870129870129,0.016564952048823,0.075,2294.0,184
2020-04-21,crime,7.0,27.0,603.0,1814.0,0.04,0.03,us,0.0148842337375964,0.011608623548922,0.0140670252378982,0.035,2417.0,186
2020-04-21,defense,39.0,80.0,603.0,1814.0,0.0,0.0,us,0.0441014332965821,0.0646766169154228,0.0492345883326437,0.0,2417.0,186
2020-04-21,economy,124.0,489.0,603.0,1814.0,0.22,0.2,us,0.2695700110253583,0.2056384742951907,0.2536201903185767,0.21,2417.0,186
2020-04-21,education,28.0,48.0,603.0,1814.0,0.05,0.06,us,0.0264608599779492,0.0464344941956882,0.0314439387670666,0.055,2417.0,186
2020-04-21,environment,20.0,94.0,603.0,1814.0,0.1,0.15,us,0.051819184123484,0.033167495854063,0.0471659081505999,0.125,2417.0,186
2020-04-21,health,123.0,313.0,603.0,1814.0,0.33,0.27,us,0.1725468577728776,0.2039800995024875,0.1803889118742242,0.3,2417.0,186
2020-04-21,immigration,22.0,52.0,603.0,1814.0,0.05,0.09,us,0.0286659316427783,0.0364842454394693,0.030616466694249,0.07,2417.0,186
2020-04-21,international_affairs,33.0,129.0,603.0,1814.0,0.09,0.06,us,0.0711135611907387,0.0547263681592039,0.0670252378982209,0.075,2417.0,186
2020-04-21,tax,20.0,74.0,603.0,1814.0,0.05,0.09,us,0.0407938257993384,0.033167495854063,0.0388911874224244,0.07,2417.0,186
2020-04-28,crime,4.0,7.0,582.0,1631.0,0.06,0.05,us,0.0042918454935622,0.0068728522336769,0.0049706281066425,0.055,2213.0,188
2020-04-28,defense,15.0,59.0,582.0,1631.0,0.0,0.0,us,0.0361741263028816,0.0257731958762886,0.0334387708992318,0.0,2213.0,188
2020-04-28,economy,134.0,391.0,582.0,1631.0,0.21,0.28,us,0.2397302268546903,0.2302405498281786,0.237234523271577,0.245,2213.0,188
2020-04-28,education,23.0,67.0,582.0,1631.0,0.07,0.04,us,0.0410790925812385,0.0395189003436426,0.0406687754179846,0.055,2213.0,188
2020-04-28,environment,12.0,60.0,582.0,1631.0,0.14,0.13,us,0.0367872470876762,0.0206185567010309,0.0325350203343877,0.135,2213.0,188
2020-04-28,health,167.0,410.0,582.0,1631.0,0.31,0.21,us,0.2513795217657878,0.2869415807560137,0.2607320379575237,0.26,2213.0,188
2020-04-28,immigration,5.0,12.0,582.0,1631.0,0.05,0.1,us,0.0073574494175352,0.0085910652920962,0.0076818798011748,0.075,2213.0,188
2020-04-28,international_affairs,11.0,53.0,582.0,1631.0,0.05,0.07,us,0.032495401594114,0.0189003436426116,0.0289200180750112,0.06,2213.0,188
2020-04-28,tax,10.0,26.0,582.0,1631.0,0.06,0.09,us,0.0159411404046597,0.0171821305841924,0.0162675101671938,0.075,2213.0,188
2020-05-05,crime,28.0,45.0,740.0,1701.0,0.06,0.04,us,0.0264550264550264,0.0378378378378378,0.0299057763211798,0.05,2441.0,190
2020-05-05,defense,24.0,84.0,740.0,1701.0,0.0,0.0,us,0.0493827160493827,0.0324324324324324,0.0442441622285948,0.0,2441.0,190
2020-05-05,economy,138.0,308.0,740.0,1701.0,0.22,0.2,us,0.1810699588477366,0.1864864864864865,0.1827120032773453,0.21,2441.0,190
2020-05-05,education,131.0,276.0,740.0,1701.0,0.06,0.03,us,0.1622574955908289,0.177027027027027,0.1667349446947972,0.045,2441.0,190
2020-05-05,environment,27.0,67.0,740.0,1701.0,0.13,0.13,us,0.0393885949441505,0.0364864864864864,0.0385088078656288,0.13,2441.0,190
2020-05-05,health,137.0,295.0,740.0,1701.0,0.3,0.25,us,0.1734273956496178,0.1851351351351351,0.1769766489143793,0.275,2441.0,190
2020-05-05,immigration,1.0,17.0,740.0,1701.0,0.08,0.11,us,0.0099941211052322,0.0013513513513513,0.0073740270380991,0.095,2441.0,190
2020-05-05,international_affairs,6.0,59.0,740.0,1701.0,0.06,0.11,us,0.0346854791299235,0.0081081081081081,0.0266284309709135,0.0849999999999999,2441.0,190
2020-05-05,tax,11.0,25.0,740.0,1701.0,0.06,0.1,us,0.0146972369194591,0.0148648648648648,0.0147480540761982,0.08,2441.0,190
2020-05-12,crime,26.0,59.0,640.0,1683.0,0.05,0.04,us,0.0350564468211527,0.040625,0.0365906155832974,0.045,2323.0,192
2020-05-12,defense,15.0,70.0,640.0,1683.0,0.0,0.0,us,0.041592394533571,0.0234375,0.0365906155832974,0.0,2323.0,192
2020-05-12,economy,190.0,518.0,640.0,1683.0,0.22,0.25,us,0.3077837195484254,0.296875,0.3047783039173483,0.235,2323.0,192
2020-05-12,education,32.0,98.0,640.0,1683.0,0.06,0.04,us,0.0582293523469994,0.05,0.0559621179509255,0.05,2323.0,192
2020-05-12,environment,19.0,28.0,640.0,1683.0,0.11,0.14,us,0.0166369578134284,0.0296875,0.0202324580284115,0.125,2323.0,192
2020-05-12,health,132.0,336.0,640.0,1683.0,0.31,0.22,us,0.1996434937611408,0.20625,0.2014636246233319,0.265,2323.0,192
2020-05-12,immigration,9.0,11.0,640.0,1683.0,0.09,0.07,us,0.0065359477124183,0.0140625,0.0086095566078346,0.08,2323.0,192
2020-05-12,international_affairs,10.0,30.0,640.0,1683.0,0.04,0.08,us,0.017825311942959,0.015625,0.0172191132156693,0.06,2323.0,192
2020-05-12,tax,8.0,17.0,640.0,1683.0,0.07,0.1,us,0.0101010101010101,0.0125,0.0107619457597933,0.085,2323.0,192
2020-05-19,crime,9.0,27.0,560.0,1349.0,0.05,0.04,us,0.0200148257968865,0.0160714285714285,0.0188580408590885,0.045,1909.0,194
2020-05-19,defense,17.0,42.0,560.0,1349.0,0.0,0.0,us,0.0311341734618235,0.0303571428571428,0.0309062336301728,0.0,1909.0,194
2020-05-19,economy,103.0,322.0,560.0,1349.0,0.22,0.24,us,0.2386953298739807,0.1839285714285714,0.2226296490309062,0.2299999999999999,1909.0,194
2020-05-19,education,29.0,66.0,560.0,1349.0,0.06,0.05,us,0.0489251297257227,0.0517857142857142,0.0497642744892613,0.055,1909.0,194
2020-05-19,environment,22.0,34.0,560.0,1349.0,0.13,0.08,us,0.0252038547071905,0.0392857142857142,0.0293347302252488,0.105,1909.0,194
2020-05-19,health,122.0,280.0,560.0,1349.0,0.27,0.29,us,0.2075611564121571,0.2178571428571428,0.2105814562598219,0.28,1909.0,194
2020-05-19,immigration,7.0,17.0,560.0,1349.0,0.07,0.1,us,0.0126019273535952,0.0125,0.0125720272393923,0.085,1909.0,194
2020-05-19,international_affairs,7.0,67.0,560.0,1349.0,0.07,0.05,us,0.0496664195700518,0.0125,0.038763750654793,0.06,1909.0,194
2020-05-19,tax,0.0,16.0,560.0,1349.0,0.05,0.1,us,0.0118606375092661,0.0,0.0083813514929282,0.075,1909.0,194
2020-05-26,crime,18.0,25.0,429.0,1142.0,0.06,0.06,us,0.0218914185639229,0.0419580419580419,0.0273711012094207,0.06,1571.0,196
2020-05-26,defense,13.0,54.0,429.0,1142.0,0.0,0.0,us,0.0472854640980735,0.0303030303030303,0.0426479949077021,0.0,1571.0,196
2020-05-26,economy,80.0,262.0,429.0,1142.0,0.21,0.25,us,0.2294220665499124,0.1864801864801865,0.2176957352005092,0.2299999999999999,1571.0,196
2020-05-26,education,30.0,64.0,429.0,1142.0,0.05,0.08,us,0.0560420315236427,0.0699300699300699,0.0598345003182686,0.065,1571.0,196
2020-05-26,environment,1.0,34.0,429.0,1142.0,0.14,0.11,us,0.0297723292469352,0.0023310023310023,0.0222788033099936,0.125,1571.0,196
2020-05-26,health,97.0,197.0,429.0,1142.0,0.34,0.2,us,0.1725043782837128,0.2261072261072261,0.1871419478039465,0.27,1571.0,196
2020-05-26,immigration,2.0,10.0,429.0,1142.0,0.05,0.1,us,0.0087565674255691,0.0046620046620046,0.0076384468491406,0.075,1571.0,196
2020-05-26,international_affairs,9.0,27.0,429.0,1142.0,0.05,0.09,us,0.0236427320490367,0.0209790209790209,0.022915340547422,0.07,1571.0,196
2020-05-26,tax,0.0,0.0,429.0,1142.0,0.06,0.08,us,0.0,0.0,0.0,0.07,1571.0,196
2020-06-02,crime,79.0,141.0,604.0,1175.0,0.08,0.07,us,0.12,0.1307947019867549,0.1236649803260258,0.075,1779.0,197
2020-06-02,defense,78.0,104.0,604.0,1175.0,0.0,0.0,us,0.0885106382978723,0.1291390728476821,0.1023046655424395,0.0,1779.0,197
2020-06-02,economy,27.0,91.0,604.0,1175.0,0.19,0.25,us,0.0774468085106383,0.0447019867549668,0.0663293985385047,0.22,1779.0,197
2020-06-02,education,47.0,36.0,604.0,1175.0,0.06,0.04,us,0.0306382978723404,0.0778145695364238,0.0466554243957279,0.05,1779.0,197
